,Unnamed: 0,title,description,y,upload_date,uploader,uploader_id,uploader_url,channel_id,channel_url,duration,view_count,average_rating,webpage_url,is_live,like_count,dislike_count,channel,extractor,n_entries,playlist,playlist_id,thumbnail,fps,height,url,width,query,p
614,622,Yuval & Nosound Melanoma Classification  Kaggle competition,,1,20200910,יובל וכנרת ריינה הררי,UCxflc0UUNlDF8Jb4_CDpkPg,http://www.youtube.com/channel/UCxflc0UUNlDF8Jb4_CDpkPg,UCxflc0UUNlDF8Jb4_CDpkPg,https://www.youtube.com/channel/UCxflc0UUNlDF8Jb4_CDpkPg,529,107,5.0,https://www.youtube.com/watch?v=qa6zimKQcno,,5.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi/qa6zimKQcno/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDSs3mitQWcQW1QiM1V2-BoeOd8_Q,30,720,https://r16---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936041&ei=CR8jYOXBGNOewQTn8JuwDg&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AEFMJA1abawpisyR2uTpzJvPQVpMXa6LnVB2SpkkkIxU&itag=22&source=youtube&requiressl=yes&mh=44&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg0ezne7&ms=au%2Crdu&mv=m&mvi=16&pcm2cms=yes&pl=47&initcwndbps=451250&vprv=1&mime=video%2Fmp4&ns=b4-bMcD7v3QV_0pJ-kTydCEF&ratebypass=yes&dur=528.741&lmt=1599729319189415&mt=1612914047&fvip=3&c=WEB&txp=6216222&n=oxQSS0bhe7PNvPf3S3&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAPZ_l6bnBAqU0DIyBLnTFD3AVwN-9hdMRqC4isHbV3t3AiEAkUnq2BCHIf8J3wd0aeemjw0ncbw9s9Khn-VwajjyGVw%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgRwZhLWxerRej_ukVUPdugNCmYJoLKR4wdzRbXbDHbLcCIQCrA0ihY86kTTNzyiOX53etvNdpKrasqLkBN0dZb7oVFA%3D%3D,1280,kaggle,0.465
626,635,Sarcasm Detection with GloVe | Kaggle code Review,Past studies in Sarcasm Detection mostly make use of Twitter datasets collected using hashtag based supervision but such ...,1,20200803,Ilarion Garbuzov,UC0IDKS24GVFdZP-zmqVJDRQ,http://www.youtube.com/channel/UC0IDKS24GVFdZP-zmqVJDRQ,UC0IDKS24GVFdZP-zmqVJDRQ,https://www.youtube.com/channel/UC0IDKS24GVFdZP-zmqVJDRQ,1229,131,5.0,https://www.youtube.com/watch?v=SyGeiZ6q3H0,,4.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi/SyGeiZ6q3H0/maxresdefault.jpg,30,720,https://r4---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936114&ei=Uh8jYI2NLY-I1sQPq4qX0Ao&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AG9Tj9iNKJjDOuVTsSpARPmo9-dEWsGGJdTK473Cqs62&itag=22&source=youtube&requiressl=yes&mh=KR&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg0eznlz&ms=au%2Crdu&mv=m&mvi=4&pl=47&initcwndbps=451250&vprv=1&mime=video%2Fmp4&ns=U0UR4DuDo00c2GLoLufKfQMF&cnr=14&ratebypass=yes&dur=1228.451&lmt=1596458108942294&mt=1612914047&fvip=4&c=WEB&txp=6211222&n=qYfgNI3zZ2uBPJNNmN&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhALaaEFzDLSGaHYPjt6JtJe-pJBbqlh4QG4JtNvU9O6MaAiEA_nyb902Ld07TvoKOiA3JauM7SPCfr1tfNtYBXujvmDo%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgdxVlYcfqnv7WKPxmY86omIOw9fL54dEdp0BfFpmHouMCIEzMsZL3kVDQnNCXn5nNjxWJ28yU6JZ01zf-I5r5CmED,1280,kaggle,0.453
630,639,TWIML Kaggle NLP Meetup - 11/16/2020,Join the TWIML Community to participate in this and our many other study groups. https://twimlai.com/community.,1,20201222,TWIML Community,UCWtY0NYpa3hXbJprpt1qLbQ,http://www.youtube.com/channel/UCWtY0NYpa3hXbJprpt1qLbQ,UCWtY0NYpa3hXbJprpt1qLbQ,https://www.youtube.com/channel/UCWtY0NYpa3hXbJprpt1qLbQ,4794,1,0.0,https://www.youtube.com/watch?v=px8MU5yZQ8Y,,0.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/px8MU5yZQ8Y/maxresdefault.webp,24,720,https://r11---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612935804&ei=HB4jYLbUBpKU1sQPgLGqmAQ&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-ADoBu4_RPOQTE74bx-N07IT8tC97A02lPEv1xofJrIak&itag=22&source=youtube&requiressl=yes&mh=mn&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dn6r&ms=au%2Crdu&mv=m&mvi=11&pl=47&initcwndbps=451250&vprv=1&mime=video%2Fmp4&ns=zXqtN0KBpRRq0k4UuYsEMLkF&ratebypass=yes&dur=4793.132&lmt=1608291817131237&mt=1612914047&fvip=1&c=WEB&txp=2216222&n=M-cRKC5JQOhmjfKPMH&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgdRhOvz2Wsn_C952wuQKA-FpYKQWW8gVX9DZ-XU4oY60CIAbmcr0vXjPaA8jwF_UZ9jMPeBg-sfHNXpETEU23-kLu&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAJwcfRAjOZh1Juqg5dLwOddXDB0Wr-mdVog7Q3_Nh0QgAiEA9MU6O1hnsw8oLM8CcaDNGBuEVjtv5Xwagwjr-4EZVKM%3D,1280,kaggle,0.51
644,653,15 Kaggle Free Online Courses with Certificate - Kaggle Free Certification for Data Scientists,Apply Link: https://bit.ly/31lN26R 15 ,0,20200821,Priya Dogra,UCrj6ws9M7PVCcBqKDz3Bucg,http://www.youtube.com/channel/UCrj6ws9M7PVCcBqKDz3Bucg,UCrj6ws9M7PVCcBqKDz3Bucg,https://www.youtube.com/channel/UCrj6ws9M7PVCcBqKDz3Bucg,481,770,4.7857141,https://www.youtube.com/watch?v=SXxDgzntkRI,,53.0,3.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi/SXxDgzntkRI/maxresdefault.jpg,25,720,https://r10---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936077&ei=LR8jYOmzMI2gwwTTu7PICQ&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AAX6YrdEwe0BJIoLlpuc9za_Q0oHtpoqz7C9zYuoOCWj&itag=22&source=youtube&requiressl=yes&mh=qQ&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg0eznls&ms=au%2Crdu&mv=m&mvi=10&pl=47&initcwndbps=456250&vprv=1&mime=video%2Fmp4&ns=P_s6scEJQjpMKrxLD4-4LEsF&cnr=14&ratebypass=yes&dur=480.769&lmt=1598012104245659&mt=1612914284&fvip=4&c=WEB&txp=6211222&n=fiqNd3jnAC4qvYExEY&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgZP11l22JtMCZx9GKCWUQ5IsVxtx7NVnBMnEBOb03kwsCIGpRcuVg-cXVwY4RJb0oNSmlb0p2YWC5Qgc4SiA708Rm&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAMXHR41fCR4aBtbHWg0-7HYmlGFGE0gBzLDPE9NgbGAqAiEAzduI85-QPEi4Snp0MJXbp9eazVvWvlQreDGuvh1DPgc%3D,1280,kaggle,0.468
659,668,Kaggle Coffee Chat: Erin LeDell | Kaggle,"Today Rachael chats with Erin LeDell from H2O.ai about ensembling, automating machine learning and what even is the ...",0,20190819,Kaggle,kaggledotcom,http://www.youtube.com/user/kaggledotcom,UCSNeZleDn9c74yQc-EKnVTA,https://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA,1695,1247,4.7837839,https://www.youtube.com/watch?v=7E8HXxzdM2U,,35.0,2.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/7E8HXxzdM2U/maxresdefault.webp,30,720,https://r11---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936551&ei=ByEjYNaVDOua1sQP7-6u0AE&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AFqkTWSgrnnakB4GLzPsaQeV_4UTVgU78SGX_b8m5-OI&itag=22&source=youtube&requiressl=yes&mh=Qb&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dn6l&ms=au%2Crdu&mv=m&mvi=11&pl=47&initcwndbps=442500&vprv=1&mime=video%2Fmp4&ns=7uMHOkqv98fETSR4lebbEIcF&cnr=14&ratebypass=yes&dur=1694.801&lmt=1565663662936758&mt=1612914543&fvip=1&c=WEB&txp=2316222&n=X8mtPi3xrJ-gZJn_ts&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgahUH7vACWhwUOe7jAWiixy-fkIhaOGuhPIZ2BhgmrqgCIQCVAWy_L64I9UWh_NOQCPVgmTVfjUyJKlxF8nb3MqksMw%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgN3kQjqWha8NWE8IRrh8nZUpdKA4Ss5qzgiU8ZQMRPqgCIQCxco1LkUi9NgTR-BZ2Gqq7yUEqw8ockwYoOc40U8cNEw%3D%3D,1280,kaggle,0.561
666,676,Machine Learning Applications For Businesses,Machine Learning,0,20210204,Cubeware GmbH,Cubeware,http://www.youtube.com/user/Cubeware,UCyBAjYjJfuH_yRfyhv0bEBA,https://www.youtube.com/channel/UCyBAjYjJfuH_yRfyhv0bEBA,256,17,5.0,https://www.youtube.com/watch?v=5fBNa4QFGXU,,1.0,0.0,,youtube,535,machine+learning,machine+learning,https://i.ytimg.com/vi_webp/5fBNa4QFGXU/maxresdefault.webp,30,720,https://r2---sn-8p8v-bg0ey.googlevideo.com/videoplayback?expire=1612933337&ei=eRQjYLAPiN7ABN_GvrgO&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-APVdKUVhv4GTp0WkwgpjCuw0StiYfxZv46Bpos1xmyNQ&itag=22&source=youtube&requiressl=yes&mh=NX&mm=31%2C29&mn=sn-8p8v-bg0ey%2Csn-bg0eznek&ms=au%2Crdu&mv=m&mvi=2&pl=47&initcwndbps=473750&vprv=1&mime=video%2Fmp4&ns=S_2OG3ula2khBv6YsfRf7YIF&ratebypass=yes&dur=255.117&lmt=1612351653136617&mt=1612911412&fvip=2&c=WEB&txp=6216222&n=qXu2Z7k1m4dP_QOVh5&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgZX28PG9aTgoDIf0UB9kLBr6FZO2ktUu-lPNm1GOY0QoCIEDhl8gbW8uc_qHs2TlcVMvc797Og2ucBgl6AN15THPw&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgC_sVSUBXiy0cJwYnW1A2RLoW1mct6XXSyK1dPBsp8rACIQC1S4cMZ2GLk-VNDp4_KG-1pyXY18MiBtM_5CWR2RW98Q%3D%3D,1280,machine+learning,0.558
673,683,Stock Price Prediction And Forecasting Using Stacked LSTM- Deep Learning,A ,1,20200525,Krish Naik,krishnaik06,http://www.youtube.com/user/krishnaik06,UCNU_lfiiWBdtULKOw6X0Dig,https://www.youtube.com/channel/UCNU_lfiiWBdtULKOw6X0Dig,2193,76290,4.8657856,https://www.youtube.com/watch?v=H6du_pfuznE,,1901.0,66.0,,youtube,535,machine+learning,machine+learning,https://i.ytimg.com/vi/H6du_pfuznE/maxresdefault.jpg,30,720,https://r11---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612933631&ei=nhUjYNz5NvGL-LAPgImN2Ag&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AJfFRbFBSj922UPDUWWgPbt9wePpVxGoabeHMvKZiqpo&itag=22&source=youtube&requiressl=yes&mh=3q&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dn6k&ms=au%2Crdu&mv=m&mvi=11&pcm2cms=yes&pl=47&initcwndbps=457500&vprv=1&mime=video%2Fmp4&ns=Fg05ty3H1HjyLdrjPjAIXK0F&cnr=14&ratebypass=yes&dur=2192.242&lmt=1590431297378995&mt=1612911645&fvip=5&c=WEB&txp=5432432&n=T2vQc51R0q4tfP0rKl&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgLNLMgmkZ8FjjhP2CPM8Aapa7FsJSk4pNl70IDc-FcKMCIB04gCnJyBCvk0OKGMHSXounY_36mmwXfE3TWWZYuoOw&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAIJjalgfZ5OKsgVwWw08fXKIt055XZ_7EBgz6OF9jj9KAiEA43naGyVM7Vjihlb4FlCdmeNo_o8aLCorUerX6EmlB7A%3D,1280,machine+learning,0.474
677,687,TWIML Kaggle Meetup Summer 2020 - 11/14/2020,Join the TWIML Community to participate in this and our many other study groups. https://twimlai.com/community.,1,20201214,TWIML Community,UCWtY0NYpa3hXbJprpt1qLbQ,http://www.youtube.com/channel/UCWtY0NYpa3hXbJprpt1qLbQ,UCWtY0NYpa3hXbJprpt1qLbQ,https://www.youtube.com/channel/UCWtY0NYpa3hXbJprpt1qLbQ,2627,0,0.0,https://www.youtube.com/watch?v=jtj4WTdYKWM,,0.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/jtj4WTdYKWM/maxresdefault.webp,24,720,https://r5---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612935819&ei=Kx4jYLy5IP3g1AGP4q_wBg&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-ACRZmiqSX9uCKFL1CFzhtcIonOWvKDQBsDlyiGZznSYk&itag=22&source=youtube&requiressl=yes&mh=iJ&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dnss&ms=au%2Crdu&mv=m&mvi=5&pl=47&initcwndbps=418750&vprv=1&mime=video%2Fmp4&ns=SUpWJZW5H4Lr3TinplffTcUF&ratebypass=yes&dur=2626.130&lmt=1607938361366231&mt=1612913586&fvip=5&c=WEB&txp=2216222&n=1Ml4dHmeEe7i8QpDUq&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAMrrU3LuuyKy_zHriMzRgKWJf4-6nv-2dhCMnBs38qP-AiEAte65qaXENuMWnPVdIPYfzRQ7KQXfZux_6seNanXFN7I%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgD6qzpTIGz0uLzTbSbOZ_BW7ENigFOgwSDVFOjxzLDZACIQDAqpUmVtMKLWUKKZhJ6xXmJGjw9gjhQ3Fx19WqVYwtKg%3D%3D,1280,kaggle,0.579
683,693,TWIML Kaggle Meetup Summer 2020 - 08/22/2020,Join the TWIML Community to participate in this and our many other study groups. https://twimlai.com/community.,1,20201214,TWIML Community,UCWtY0NYpa3hXbJprpt1qLbQ,http://www.youtube.com/channel/UCWtY0NYpa3hXbJprpt1qLbQ,UCWtY0NYpa3hXbJprpt1qLbQ,https://www.youtube.com/channel/UCWtY0NYpa3hXbJprpt1qLbQ,5686,0,0.0,https://www.youtube.com/watch?v=lnmKAMmf0yw,,0.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/lnmKAMmf0yw/maxresdefault.webp,24,720,https://r15---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612935831&ei=Nx4jYInFD5KU1sQPgLGqmAQ&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AAkdu4Y9kUhSPWomSHfvkZevhdiUGiY3wH40nf3-dRHq&itag=22&source=youtube&requiressl=yes&mh=-l&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dnss&ms=au%2Crdu&mv=m&mvi=15&pl=47&initcwndbps=418750&vprv=1&mime=video%2Fmp4&ns=sc6nN6xJuViMMt6zspzlPQ8F&ratebypass=yes&dur=5685.150&lmt=1607712095787367&mt=1612913586&fvip=6&c=WEB&txp=2216222&n=6fYCmSKGMUpC3FStiA&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgYbASnGHDVff0T6Vc8CNNFrToPJTRE1CTo5xomdJ_JlsCIBYGkUTs1A64frDzjajH8Ou10CDwULh0mBw3nzbtE_mK&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgUMqAeMTnyj3wiXF-zI9n5kW2bHWSvjQejWmJtrokWnoCIAsF0WG6uvZU6f3MaFo_rUNAgbRL2gajdHRnNYgTk0JN,1280,kaggle,0.579
700,711,Football Video Analysis Using Deep Learning,The talk will present how to combine classical computer vision techniques with ,1,20200425,Coding Tech,UCtxCXg-UvSnTKPOzLH4wJaQ,http://www.youtube.com/channel/UCtxCXg-UvSnTKPOzLH4wJaQ,UCtxCXg-UvSnTKPOzLH4wJaQ,https://www.youtube.com/channel/UCtxCXg-UvSnTKPOzLH4wJaQ,2116,14293,4.9261537,https://www.youtube.com/watch?v=_f-oX7ca3Ik,,319.0,6.0,,youtube,535,machine+learning,machine+learning,https://i.ytimg.com/vi_webp/_f-oX7ca3Ik/maxresdefault.webp,25,720,https://r10---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612933679&ei=zxUjYP_DIs_rwASZu5IY&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-ABE93Y3-7KfKO_CGRJ9cJ81g9kM5QRnQLXGtu8_mQw1e&itag=22&source=youtube&requiressl=yes&mh=oe&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg0eznll&ms=au%2Crdu&mv=m&mvi=10&pcm2cms=yes&pl=47&initcwndbps=457500&vprv=1&mime=video%2Fmp4&ns=08iRW4-cxAvdIAV5fGeKxPwF&cnr=14&ratebypass=yes&dur=2115.244&lmt=1587849024009826&mt=1612911645&fvip=5&c=WEB&txp=5432432&n=PfdccqxLwF-zaa3F6L&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgL-ax-BdR9TmO6we6ExV_1m5D-_IPBhe835UCum3_738CIQDiNYEFtt8fGSbuGDVDhjZcUSkQwjZQHcgQwjf_dROPoA%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgNRXleoOLs9Be9ikEYXtHsHyrBSaXACgaqz4iR_4uKm8CIQCw58gfEmN_UyiJUo_oOns6uAniRaSqGo-k2l2rQhwJYA%3D%3D,1280,machine+learning,0.445
701,712,KAGGLE PODCAST PART 1,KAGGLE,0,20200828,Future Automation,UCdbjOIgenC70rq_TORt9uuA,http://www.youtube.com/channel/UCdbjOIgenC70rq_TORt9uuA,UCdbjOIgenC70rq_TORt9uuA,https://www.youtube.com/channel/UCdbjOIgenC70rq_TORt9uuA,978,69,4.6923075,https://www.youtube.com/watch?v=_Y_0BiK3nT8,,12.0,1.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi/_Y_0BiK3nT8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAVTAmycFrseYeRVk3FCYmE0nsR8Q,30,720,https://r13---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936056&ei=GB8jYNO2B8ijwQS19b6gBA&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AED6O49VZLQYP62wtj0LDMTgRIX0uFHGX7V46_MCcitt&itag=22&source=youtube&requiressl=yes&mh=Dw&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dnze&ms=au%2Crdu&mv=m&mvi=13&pl=47&initcwndbps=451250&vprv=1&mime=video%2Fmp4&ns=8Ttq76ya90QiD2pCK5xd7JUF&cnr=14&ratebypass=yes&dur=977.072&lmt=1598605750045253&mt=1612914047&fvip=1&c=WEB&txp=6216222&n=EgF3_sITMZd0uZnJxU&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgcm7XU7SbI57ESPb5tIeTX2UmwrVcshCsiO-a8hk4QM0CIQCp6hBfrboKnysrHHjP6fIFFZCGgVWxTDMKgrQdODjBMQ%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAK9GOD-oXvKhKCjsCU8Wu00u1U3CPSUVOiQS102wojz5AiBbadsccBoQ7Riy_PwdSuNlXUrBaxZtIOIO_YguDQfk9g%3D%3D,406,kaggle,0.464
707,718,Kaggle Coffee Chat: Phil Culliton | Kaggle,Kaggle,0,20190218,Kaggle,kaggledotcom,http://www.youtube.com/user/kaggledotcom,UCSNeZleDn9c74yQc-EKnVTA,https://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA,1844,641,4.8620691,https://www.youtube.com/watch?v=nmoL8C-TWmg,,28.0,1.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/nmoL8C-TWmg/maxresdefault.webp,30,720,https://r10---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936851&ei=MyIjYLL4MY-I1sQPq4qX0Ao&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AF1xGwzbpEgzzRgrrYfCiAHkuZv7p_aIET_yTeSJ9aON&itag=22&source=youtube&requiressl=yes&mh=pM&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg0ezn7y&ms=au%2Crdu&mv=m&mvi=10&pl=47&initcwndbps=460000&vprv=1&mime=video%2Fmp4&ns=Jc5zQoRj-LKKsn750fQL_nIF&cnr=14&ratebypass=yes&dur=1843.362&lmt=1550012135498563&mt=1612914770&fvip=5&c=WEB&txp=2316222&n=24hwxNcbaXtAHcLlQi&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAPq6uD0kcvUelnISc27VlDy0HamGrDUj3iu3ncDMgQccAiEAs2FVuWuwsMZQ6lkWRoqJB-0WyDQTyZlwNexttJI5veU%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAI7W62-Sx5upnBcQcQP0cxoJId5A5SXPaTh1SLqMs0iFAiAdmMQbvVxSKkJgH7Cq5nNaM90SuW8hqmQCAR-ilwV9mw%3D%3D,1280,kaggle,0.456
737,749,Interview with Competitions Grandmaster Halla Yang | Kaggle,Halla Yang is a ,1,20201013,Kaggle,kaggledotcom,http://www.youtube.com/user/kaggledotcom,UCSNeZleDn9c74yQc-EKnVTA,https://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA,329,5040,5.0,https://www.youtube.com/watch?v=XK1iEPolQls,,139.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/XK1iEPolQls/maxresdefault.webp,30,720,https://r7---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612935928&ei=mB4jYMbjC_Lp1AGZjZWQCA&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-APi0RCxovmBLPy33LE0FIWSTKdX8ti1yIOUVEFyIIne_&itag=22&source=youtube&requiressl=yes&mh=XA&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg0eznls&ms=au%2Crdu&mv=m&mvi=7&pl=47&initcwndbps=451250&vprv=1&mime=video%2Fmp4&ns=-m9xVsESBjvF9JHHDXVZv8IF&cnr=14&ratebypass=yes&dur=328.933&lmt=1599675585967266&mt=1612914047&fvip=5&c=WEB&txp=6316222&n=y0rPBpCM9DI4qlSG71&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgefKuAVRC46W952baCAl7_GtkvOsbe3Q6x-P-LqkteucCIQDoZjFCIrqnlfy8WJ9WUlIMBVjBS2srgqFR90ZkbmOzgQ%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgT5Woxndh9Wiwhwg15VrPgj-NYN_stAMVTxalXjhr-KMCICtgbltm8po5rCkg93l-V9KaE4MjUFdrxwVLyr9YPzBK,1280,kaggle,0.567
